city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
haigler creek,Haigler Creek,AZ,Arizona,4007,Gila,34.2163,-110.9719,29,7.0,shape,False,True,America/Phoenix,5,85554,1840075384
larke,Larke,PA,Pennsylvania,42013,Blair,40.425,-78.2086,29,11.2,shape,False,False,America/New_York,3,16693,1840100049
barada,Barada,NE,Nebraska,31147,Richardson,40.2185,-95.5777,28,28.5,shape,False,True,America/Chicago,3,68355,1840012342
durham,Durham,OK,Oklahoma,40129,Roger Mills,35.8427,-99.9264,28,0.1,shape,False,False,America/Chicago,3,73642,1840097202
ross corner,Ross Corner,NJ,New Jersey,34037,Sussex,41.1243,-74.719,28,6.1,shape,False,False,America/New_York,3,07822,1840024181
spencer,Spencer,ID,Idaho,16033,Clark,44.377,-112.1897,28,9.5,shape,False,True,America/Boise,3,83446 83423,1840021259
cherokee falls,Cherokee Falls,SC,South Carolina,45021,Cherokee,35.0645,-81.5436,28,91.6,shape,False,False,America/New_York,3,29702,1840035761
holiday city,Holiday City,OH,Ohio,39171,Williams,41.6183,-84.5384,28,4.2,shape,False,True,America/New_York,3,43554 43543,1840011519
swedona,Swedona,IL,Illinois,17131,Mercer,41.2801,-90.4433,28,73.3,shape,False,False,America/Chicago,3,61262,1840051677
burdick,Burdick,KS,Kansas,20127,Morris,38.5589,-96.8472,28,10.7,shape,False,False,America/Chicago,3,66838,1840030250
great bend,Great Bend,ND,North Dakota,38077,Richland,46.1546,-96.801,28,19.3,shape,False,True,America/Chicago,3,58075,1840000231
nora,Nora,NE,Nebraska,31129,Nuckolls,40.1642,-97.9738,28,23.3,shape,False,True,America/Chicago,3,68961,1840012272
hurdsfield,Hurdsfield,ND,North Dakota,38103,Wells,47.4468,-99.931,28,113.8,shape,False,True,America/Chicago,3,58451,1840000120
hope,Hope,AK,Alaska,2122,Kenai Peninsula,60.8924,-149.6352,28,1.1,shape,False,False,America/Anchorage,3,99605,1840023405
wide ruins,Wide Ruins,AZ,Arizona,4001,Apache,35.4176,-109.4994,28,27.6,shape,False,False,America/Denver,3,86502,1840022630
pencil bluff,Pencil Bluff,AR,Arkansas,5097,Montgomery,34.6299,-93.735,28,20.5,shape,False,False,America/Chicago,3,71965,1840040566
madeline,Madeline,CA,California,6035,Lassen,41.0514,-120.4755,28,9.8,shape,False,False,America/Los_Angeles,3,96119,1840027337
brinsmade,Brinsmade,ND,North Dakota,38005,Benson,48.184,-99.3236,28,24.9,shape,False,True,America/Chicago,3,58351,1840000087
canyon creek,Canyon Creek,MT,Montana,30049,Lewis and Clark,46.8053,-112.2544,28,14.8,shape,False,False,America/Denver,3,59633,1840032814
sage creek colony,Sage Creek Colony,MT,Montana,30051,Liberty,48.9288,-110.9723,28,20.8,shape,False,False,America/Denver,3,59522,1840078101
chignik,Chignik,AK,Alaska,2164,Lake and Peninsula,56.3003,-158.4132,28,0.5,shape,False,True,America/Anchorage,3,99564,1840023293
cantu addition,Cantu Addition,TX,Texas,48047,Brooks,27.202,-98.1555,28,171.7,shape,False,False,America/Chicago,3,78355,1840037035
ixl,IXL,OK,Oklahoma,40107,Okfuskee,35.5227,-96.3882,28,2.7,shape,False,True,America/Chicago,3,74833,1840021754
lawrenceport,Lawrenceport,IN,Indiana,18093,Lawrence,38.7512,-86.3878,28,19.8,point,False,False,America/Indiana/Indianapolis,4,47446,1840055038
topeka,Topeka,IL,Illinois,17125,Mason,40.3304,-89.9306,28,95.7,shape,False,True,America/Chicago,3,61567,1840012211
lushton,Lushton,NE,Nebraska,31185,York,40.724,-97.7237,28,11.7,shape,False,True,America/Chicago,3,68371,1840011822
seneca,Seneca,NE,Nebraska,31171,Thomas,42.044,-100.8321,28,11.9,shape,False,False,America/Denver,3,69161,1840011365
oak springs,Oak Springs,AZ,Arizona,4001,Apache,35.476,-109.1318,28,77.4,shape,False,False,America/Denver,3,86511,1840027932
riverside,Riverside,WY,Wyoming,56007,Carbon,41.2154,-106.7813,28,69.5,shape,False,True,America/Denver,3,82325,1840021312
scott,Scott,AR,Arkansas,5085,Lonoke,34.6966,-92.0938,28,3.4,shape,False,False,America/Chicago,3,72142,1840013527
salmon creek,Salmon Creek,CA,California,6097,Sonoma,38.3462,-123.0595,28,9.7,shape,False,False,America/Los_Angeles,3,94923,1840024620
inland,Inland,NE,Nebraska,31035,Clay,40.5954,-98.2232,28,64.1,shape,False,False,America/Chicago,3,68954,1840024288
anderson,Anderson,IA,Iowa,19071,Fremont,40.7982,-95.6086,28,19.8,shape,False,False,America/Chicago,3,51652,1840024256
memphis,Memphis,AL,Alabama,1107,Pickens,33.1369,-88.3008,27,26.9,shape,False,True,America/Chicago,3,35442,1840016852
chilili,Chilili,NM,New Mexico,35001,Bernalillo,34.8974,-106.2332,27,10.5,shape,False,False,America/Denver,3,87059,1840017877
johnstown,Johnstown,NE,Nebraska,31017,Brown,42.5721,-100.0563,27,19.6,shape,False,True,America/Chicago,3,69214,1840011076
courtenay,Courtenay,ND,North Dakota,38093,Stutsman,47.2241,-98.5685,27,24.9,shape,False,True,America/Chicago,3,58426,1840001923
oberon,Oberon,ND,North Dakota,38005,Benson,47.9242,-99.2059,27,131.0,shape,False,True,America/Chicago,3,58357,1840000093
broseley,Broseley,MO,Missouri,29023,Butler,36.6754,-90.2441,27,20.1,shape,False,False,America/Chicago,3,63932,1840032149
tyrone forge,Tyrone Forge,PA,Pennsylvania,42013,Blair,40.6603,-78.2225,27,85.0,shape,False,False,America/New_York,3,16686,1840101537
venice,Venice,NE,Nebraska,31055,Douglas,41.239,-96.3526,27,22.1,shape,False,False,America/Chicago,3,68069,1840024170
platina,Platina,CA,California,6089,Shasta,40.3591,-122.9042,27,5.0,shape,False,False,America/Los_Angeles,5,96076,1840027344
oxville,Oxville,IL,Illinois,17171,Scott,39.7054,-90.5604,27,26.0,shape,False,False,America/Chicago,3,62621,1840051510
rockham,Rockham,SD,South Dakota,46049,Faulk,44.9043,-98.8234,27,20.9,shape,False,True,America/Chicago,3,57470,1840002117
callimont,Callimont,PA,Pennsylvania,42111,Somerset,39.8011,-78.9216,27,2.4,shape,False,True,America/New_York,3,15552,1840001416
lupus,Lupus,MO,Missouri,29135,Moniteau,38.846,-92.454,27,57.8,shape,False,True,America/Chicago,3,65046,1840009727
los arcos,Los Arcos,TX,Texas,48479,Webb,27.6144,-99.2105,27,208.8,shape,False,True,America/Chicago,3,78043,1840041099
standing rock,Standing Rock,AL,Alabama,1017,Chambers,33.0863,-85.2449,27,3.3,shape,False,False,America/Chicago,3,36855,1840023015
hensley,Hensley,AR,Arkansas,5119,Pulaski,34.5068,-92.2069,27,10.2,shape,False,False,America/Chicago,3,72065,1840013534
triplett,Triplett,MO,Missouri,29041,Chariton,39.4984,-93.1938,27,30.4,shape,False,True,America/Chicago,3,65286,1840010609
wightmans grove,Wightmans Grove,OH,Ohio,39143,Sandusky,41.4243,-83.0468,27,40.4,shape,False,False,America/New_York,3,43420,1840024154
iago,Iago,TX,Texas,48481,Wharton,29.2665,-95.963,27,5.5,shape,False,False,America/Chicago,3,77420,1840025143
cogdell,Cogdell,GA,Georgia,13065,Clinch,31.1663,-82.7217,27,11.7,shape,False,False,America/New_York,3,31634,1840029390
powhatan,Powhatan,LA,Louisiana,22069,Natchitoches,31.8738,-93.2032,27,19.4,shape,False,True,America/Chicago,3,71457 71066,1840018142
cuyama,Cuyama,CA,California,6083,Santa Barbara,34.9312,-119.6148,27,23.0,shape,False,False,America/Los_Angeles,3,93254,1840022805
riggston,Riggston,IL,Illinois,17171,Scott,39.6944,-90.4234,27,3.8,shape,False,False,America/Chicago,3,62694,1840051582
cope,Cope,SC,South Carolina,45075,Orangeburg,33.3777,-81.0079,27,64.9,shape,False,True,America/New_York,3,29038,1840016820
millgrove,Millgrove,IN,Indiana,18009,Blackford,40.4084,-85.275,27,19.6,point,False,False,America/Indiana/Indianapolis,4,47348,1840029989
playas,Playas,NM,New Mexico,35023,Hidalgo,31.9125,-108.5363,27,5.6,shape,False,False,America/Denver,3,88009,1840025102
atlantic city,Atlantic City,WY,Wyoming,56013,Fremont,42.5012,-108.733,27,1.3,shape,False,False,America/Denver,3,82520,1840017434
sun valley,Sun Valley,TX,Texas,48277,Lamar,33.6705,-95.4287,27,77.6,shape,False,True,America/Chicago,3,75462,1840037020
cedar highlands,Cedar Highlands,UT,Utah,49021,Iron,37.6295,-113.0667,27,11.1,shape,False,True,America/Denver,4,84720,1840033695
loring colony,Loring Colony,MT,Montana,30071,Phillips,48.7891,-107.9687,27,0.2,shape,False,False,America/Denver,3,59537,1840148545
alsen,Alsen,ND,North Dakota,38019,Cavalier,48.6303,-98.7048,27,18.4,shape,False,True,America/Chicago,3,58311 58352 58338,1840016544
russell springs,Russell Springs,KS,Kansas,20109,Logan,38.9128,-101.1757,27,14.7,shape,False,True,America/Chicago,3,67764,1840009698
dewey,Dewey,MT,Montana,30001,Beaverhead,45.7764,-112.8553,27,25.4,shape,False,False,America/Denver,3,59727,1840032719
new richmond,New Richmond,WV,West Virginia,54109,Wyoming,37.5734,-81.487,27,24.2,shape,False,False,America/New_York,3,24867,1840038284
snyder,Snyder,CO,Colorado,8087,Morgan,40.3309,-103.592,27,184.9,shape,False,False,America/Denver,3,80750,1840024302
macedonia,Macedonia,IL,Illinois,17065,Hamilton,38.0525,-88.7054,27,55.5,shape,False,True,America/Chicago,3,62860,1840012930
tinsman,Tinsman,AR,Arkansas,5013,Calhoun,33.6292,-92.3533,27,19.7,shape,False,True,America/Chicago,3,71744,1840016811
victoria vera,Victoria Vera,TX,Texas,48427,Starr,26.3182,-98.6929,27,465.5,shape,False,True,America/Chicago,3,78547,1840041593
ski gap,Ski Gap,PA,Pennsylvania,42013,Blair,40.316,-78.5174,27,45.0,shape,False,False,America/New_York,4,16625,1840153026
virgil,Virgil,KS,Kansas,20073,Greenwood,37.9807,-96.0116,26,17.9,shape,False,True,America/Chicago,3,66870,1840010830
cedar,Cedar,MI,Michigan,26089,Leelanau,44.8466,-85.7941,26,156.5,shape,False,False,America/Detroit,3,49621,1840025196
port alexander,Port Alexander,AK,Alaska,2198,Prince of Wales-Hyder,56.2346,-134.6532,26,2.9,shape,False,True,America/Sitka,3,99836,1840023638
yorktown,Yorktown,IA,Iowa,19145,Page,40.7353,-95.1544,26,71.6,shape,False,True,America/Chicago,3,51656,1840010365
peterman,Peterman,AL,Alabama,1099,Monroe,31.5837,-87.2631,26,23.8,shape,False,False,America/Chicago,3,36471,1840025943
seneca,Seneca,SD,South Dakota,46049,Faulk,45.0608,-99.5092,26,24.0,shape,False,True,America/Chicago,3,57473,1840002118
stockville,Stockville,NE,Nebraska,31063,Frontier,40.5335,-100.3846,26,17.5,shape,False,True,America/Chicago,3,69039,1840012035
atka,Atka,AK,Alaska,2016,Aleutians West,52.2301,-174.2133,26,1.2,shape,False,True,America/Adak,3,99547,1840023262
sandusky,Sandusky,IN,Indiana,18031,Decatur,39.4195,-85.478,26,195.1,point,False,False,America/Indiana/Indianapolis,4,47240,1840055575
longcreek,Longcreek,SC,South Carolina,45073,Oconee,34.7776,-83.2602,26,5.3,shape,False,False,America/New_York,3,29693 29658,1840106379
boyd,Boyd,MT,Montana,30009,Carbon,45.454,-109.0697,26,36.1,shape,False,False,America/Denver,3,59013,1840023902
snowslip,Snowslip,MT,Montana,30029,Flathead,48.2648,-113.446,26,12.8,shape,False,False,America/Denver,3,59916,1840078442
new marion,New Marion,IN,Indiana,18137,Ripley,39.0076,-85.3588,26,61.8,point,False,False,America/Indiana/Indianapolis,4,47023,1840055267
saltaire,Saltaire,NY,New York,36103,Suffolk,40.6389,-73.1949,26,70.2,shape,False,True,America/New_York,3,11706,1840005135
ophir,Ophir,UT,Utah,49045,Tooele,40.3716,-112.2507,26,38.7,shape,False,False,America/Denver,3,84071,1840022393
tolley,Tolley,ND,North Dakota,38075,Renville,48.7303,-101.8274,26,64.6,shape,False,True,America/Chicago,3,58787,1840001865
rafael pena,Rafael Pena,TX,Texas,48427,Starr,26.301,-98.6409,26,1522.2,shape,False,True,America/Chicago,3,78582,1840041447
cathedral,Cathedral,CO,Colorado,8053,Hinsdale,38.0836,-107.0306,26,0.0,shape,False,False,America/Denver,3,81235,1840024707
metz,Metz,IN,Indiana,18151,Steuben,41.6162,-84.8394,26,74.3,point,False,False,America/Indiana/Indianapolis,4,46703,1840029987
realitos,Realitos,TX,Texas,48131,Duval,27.4454,-98.5303,26,185.8,shape,False,False,America/Chicago,3,78376,1840019711
van tassell,Van Tassell,WY,Wyoming,56027,Niobrara,42.6643,-104.0913,26,5.5,shape,False,True,America/Denver,3,82242,1840022357
ambrose,Ambrose,ND,North Dakota,38023,Divide,48.9559,-103.4813,26,9.9,shape,False,True,America/Chicago,3,58833,1840000033
osage,Osage,WV,West Virginia,54061,Monongalia,39.6593,-80.007,26,157.4,shape,False,False,America/New_York,3,26543,1840038158
riceville,Riceville,MT,Montana,30013,Cascade,47.2202,-110.9262,26,11.4,shape,False,False,America/Denver,3,59412,1840078309
golden,Golden,OK,Oklahoma,40089,McCurtain,34.0312,-94.8978,26,12.4,shape,False,False,America/Chicago,3,74737,1840034445
karluk,Karluk,AK,Alaska,2150,Kodiak Island,57.5845,-154.3255,26,0.0,shape,False,False,America/Anchorage,3,99608,1840023299
dahlen,Dahlen,ND,North Dakota,38063,Nelson,48.1587,-97.9319,25,0.4,shape,False,False,America/Chicago,3,58224,1840023778
hampden,Hampden,ND,North Dakota,38071,Ramsey,48.5395,-98.6542,25,75.5,shape,False,True,America/Chicago,3,58338,1840000074
gilead,Gilead,NE,Nebraska,31169,Thayer,40.1461,-97.4151,25,53.1,shape,False,True,America/Chicago,3,68362,1840012283
mona,Mona,IA,Iowa,19131,Mitchell,43.486,-92.9534,25,4.2,shape,False,False,America/Chicago,3,50472,1840024039
manhattan beach,Manhattan Beach,MN,Minnesota,27035,Crow Wing,46.737,-94.1396,25,6.3,shape,False,True,America/Chicago,3,56442,1840008844
wingate,Wingate,TX,Texas,48399,Runnels,32.0455,-100.104,25,4.4,shape,False,False,America/Chicago,3,79566,1840112603
platinum,Platinum,AK,Alaska,2050,Bethel,58.978,-161.7185,25,0.0,shape,False,True,America/Anchorage,3,99651,1840000307
chase,Chase,AK,Alaska,2170,Matanuska-Susitna,62.4624,-149.9371,25,0.0,shape,False,False,America/Anchorage,3,99676,1840023369
rockport colony,Rockport Colony,SD,South Dakota,46061,Hanson,43.582,-97.8431,25,220.2,shape,False,False,America/Chicago,3,57311,1840107840
pompeys pillar,Pompeys Pillar,MT,Montana,30111,Yellowstone,45.9906,-107.9504,25,51.8,shape,False,False,America/Denver,3,59064,1840032663
hendley,Hendley,NE,Nebraska,31065,Furnas,40.1313,-99.9713,25,33.1,shape,False,True,America/Chicago,3,68926 68946,1840012275
alleene,Alleene,AR,Arkansas,5081,Little River,33.7648,-94.2622,25,4.4,shape,False,False,America/Chicago,3,71822 71820,1840003901
diomede,Diomede,AK,Alaska,2180,Nome,65.7536,-168.9219,25,4.0,shape,False,True,America/Nome,3,99762,1840023505
garland,Garland,KS,Kansas,20011,Bourbon,37.7305,-94.6244,25,70.7,shape,False,False,America/Chicago,3,66741,1840030207
oxly,Oxly,MO,Missouri,29181,Ripley,36.6025,-90.679,25,3.7,shape,False,False,America/Chicago,3,63955,1840025749
ozone,Ozone,AR,Arkansas,5071,Johnson,35.6352,-93.445,25,11.4,shape,False,False,America/Chicago,3,72854 72830,1840027839
dellview,Dellview,NC,North Carolina,37071,Gaston,35.3865,-81.4127,25,101.1,shape,False,True,America/New_York,3,28021,1840016397
lane,Lane,SD,South Dakota,46073,Jerauld,44.0697,-98.4246,25,20.8,shape,False,True,America/Chicago,3,57382 57358,1840002530
palmyra,Palmyra,VA,Virginia,51065,Fluvanna,37.8652,-78.2627,25,6.8,shape,False,False,America/New_York,3,22963,1840026797
ernstville,Ernstville,MD,Maryland,24043,Washington,39.6304,-78.0239,25,99.9,shape,False,False,America/New_York,3,21711,1840024398
jugtown,Jugtown,PA,Pennsylvania,42013,Blair,40.3363,-78.327,25,13.9,shape,False,False,America/New_York,4,16662,1840153019
sherman,Sherman,CT,Connecticut,9190,Western Connecticut,41.5746,-73.4957,25,75.2,shape,False,False,America/New_York,3,06784,1840153079
strang,Strang,NE,Nebraska,31059,Fillmore,40.4149,-97.5872,24,37.2,shape,False,True,America/Chicago,3,68444,1840012054
dana,Dana,IA,Iowa,19073,Greene,42.1072,-94.2383,24,36.9,shape,False,True,America/Chicago,3,50064,1840007015
orin,Orin,WY,Wyoming,56009,Converse,42.6505,-105.1826,24,9.0,shape,False,False,America/Denver,3,82633,1840026161
domino,Domino,TX,Texas,48067,Cass,33.2495,-94.1162,24,20.5,shape,False,True,America/Chicago,3,75572,1840022033
franklin forge,Franklin Forge,PA,Pennsylvania,42013,Blair,40.4713,-78.2317,24,29.4,shape,False,False,America/New_York,3,16693,1840142655
new salem,New Salem,KS,Kansas,20035,Cowley,37.3143,-96.8897,24,11.0,shape,False,False,America/Chicago,3,67156,1840058054
utica,Utica,OK,Oklahoma,40013,Bryan,33.9051,-96.2214,24,20.2,shape,False,False,America/Chicago,3,74726,1840096536
frierson,Frierson,LA,Louisiana,22031,De Soto,32.2486,-93.6895,24,16.8,shape,False,False,America/Chicago,3,71027,1840025916
haugan,Haugan,MT,Montana,30061,Mineral,47.3887,-115.4079,24,14.5,shape,False,False,America/Denver,3,59842,1840032729
webber,Webber,KS,Kansas,20089,Jewell,39.9344,-98.0351,24,13.8,shape,False,True,America/Chicago,3,66970,1840010549
mappsburg,Mappsburg,VA,Virginia,51001,Accomack,37.576,-75.7593,24,4.1,shape,False,False,America/New_York,3,23420,1840024733
mound,Mound,LA,Louisiana,22065,Madison,32.333,-91.0241,24,17.7,shape,False,True,America/Chicago,3,71282,1840018102
coolin,Coolin,ID,Idaho,16017,Bonner,48.476,-116.8441,24,18.2,shape,False,False,America/Los_Angeles,3,83821,1840027050
tarnov,Tarnov,NE,Nebraska,31141,Platte,41.6148,-97.5025,24,75.6,shape,False,True,America/Chicago,3,68642,1840011456
westervelt,Westervelt,IL,Illinois,17173,Shelby,39.4792,-88.8612,24,186.2,shape,False,False,America/Chicago,3,62565,1840025595
flaxton,Flaxton,ND,North Dakota,38013,Burke,48.8974,-102.3933,24,23.3,shape,False,True,America/Chicago,3,58737,1840000038
spiritwood,Spiritwood,ND,North Dakota,38093,Stutsman,46.9343,-98.4933,24,10.6,shape,False,False,America/Chicago,3,58481,1840023844
buell,Buell,MO,Missouri,29139,Montgomery,39.0328,-91.4407,24,32.6,shape,False,False,America/Chicago,3,63361,1840032029
square butte,Square Butte,MT,Montana,30015,Chouteau,47.5147,-110.1991,24,7.5,shape,False,False,America/Denver,3,59446,1840032687
niagara,Niagara,ND,North Dakota,38035,Grand Forks,47.9983,-97.8717,24,9.9,shape,False,True,America/Chicago,3,58266,1840000105
crocker,Crocker,SD,South Dakota,46025,Clark,45.107,-97.7805,24,2.6,shape,False,False,America/Chicago,3,57217,1840026114
wise river,Wise River,MT,Montana,30001,Beaverhead,45.792,-112.9485,24,12.5,shape,False,False,America/Denver,3,59762,1840032771
elm grove,Elm Grove,OK,Oklahoma,40001,Adair,35.7926,-94.5694,24,3.8,shape,False,True,America/Chicago,5,74960,1840040363
elmira,Elmira,MO,Missouri,29177,Ray,39.5087,-94.1546,24,60.5,shape,False,True,America/Chicago,3,64062,1840012633
miller,Miller,IA,Iowa,19081,Hancock,43.1864,-93.6076,24,4.5,shape,False,False,America/Chicago,3,50438,1840024056
boone grove,Boone Grove,IN,Indiana,18127,Porter,41.3548,-87.1295,24,85.5,point,False,False,America/Chicago,4,46385 46302,1840055979
klahr,Klahr,PA,Pennsylvania,42013,Blair,40.2979,-78.5129,24,54.6,shape,False,False,America/New_York,3,16625,1840099973
preston,Preston,NE,Nebraska,31147,Richardson,40.0346,-95.5182,24,27.3,shape,False,True,America/Chicago,3,68355,1840012344
cotesfield,Cotesfield,NE,Nebraska,31093,Howard,41.3575,-98.6335,24,17.7,shape,False,True,America/Chicago,3,68835,1840011660
roscoe,Roscoe,MT,Montana,30009,Carbon,45.3517,-109.4932,24,19.1,shape,False,False,America/Denver,3,59071,1840023905
grovespring,Grovespring,MO,Missouri,29229,Wright,37.3999,-92.606,24,7.8,shape,False,False,America/Chicago,3,65662,1840032061
clear creek,Clear Creek,UT,Utah,49007,Carbon,39.6433,-111.1548,24,5.2,shape,False,False,America/Denver,3,84526,1840024370
el rancho,El Rancho,WY,Wyoming,56031,Platte,42.268,-105.0477,24,16.1,shape,False,False,America/Denver,3,82201,1840152889
cotter,Cotter,IA,Iowa,19115,Louisa,41.2925,-91.4617,23,56.5,shape,False,True,America/Chicago,3,52738,1840007136
unity,Unity,OR,Oregon,41001,Baker,44.4491,-118.1881,23,13.9,shape,False,True,America/Los_Angeles,3,97884,1840021232
denver,Denver,MO,Missouri,29227,Worth,40.3989,-94.3233,23,37.2,shape,False,True,America/Chicago,3,64441,1840012144
san acacio,San Acacio,CO,Colorado,8023,Costilla,37.2086,-105.5667,23,7.1,shape,False,False,America/Denver,3,81151,1840024768
labette,Labette,KS,Kansas,20099,Labette,37.23,-95.1836,23,50.5,shape,False,True,America/Chicago,3,67356,1840008767
hatfield,Hatfield,MN,Minnesota,27117,Pipestone,43.9546,-96.1905,23,3.2,shape,False,True,America/Chicago,3,56128 56164,1840006797
buck grove,Buck Grove,IA,Iowa,19047,Crawford,41.9175,-95.3951,23,66.9,shape,False,True,America/Chicago,3,51528,1840007003
padroni,Padroni,CO,Colorado,8075,Logan,40.7818,-103.1733,23,10.9,shape,False,False,America/Denver,3,80745,1840018742
benton,Benton,IA,Iowa,19159,Ringgold,40.7047,-94.3608,23,11.7,shape,False,True,America/Chicago,3,50835,1840007194
alice,Alice,ND,North Dakota,38017,Cass,46.76,-97.5562,23,9.1,shape,False,True,America/Chicago,3,58031,1840000169
galatia,Galatia,KS,Kansas,20009,Barton,38.6411,-98.9578,23,12.4,shape,False,True,America/Chicago,3,67565 67564,1840008626
leando,Leando,IA,Iowa,19177,Van Buren,40.8237,-92.0823,23,4.0,shape,False,False,America/Chicago,3,52551,1840005357
wolford,Wolford,ND,North Dakota,38069,Pierce,48.4975,-99.7038,23,45.0,shape,False,True,America/Chicago,3,58385,1840001881
onaka,Onaka,SD,South Dakota,46049,Faulk,45.1912,-99.4659,23,5.9,shape,False,True,America/Chicago,3,57466,1840000284
lonerock,Lonerock,OR,Oregon,41021,Gilliam,45.0887,-119.8841,23,8.8,shape,False,True,America/Los_Angeles,3,97823,1840019925
candy kitchen,Candy Kitchen,NM,New Mexico,35006,Cibola,34.912,-108.4929,23,1.8,shape,False,False,America/Denver,3,87321,1840146214
forbes,Forbes,ND,North Dakota,38021,Dickey,45.9425,-98.782,23,25.9,shape,False,True,America/Chicago,3,58439,1840000252
fairdale,Fairdale,ND,North Dakota,38099,Walsh,48.49,-98.2312,23,45.3,shape,False,True,America/Chicago,3,58229,1840000078
clio,Clio,IA,Iowa,19185,Wayne,40.636,-93.4514,23,11.9,shape,False,True,America/Chicago,3,50052,1840007199
new lisbon,New Lisbon,IN,Indiana,18065,Henry,39.8634,-85.263,23,110.1,point,False,False,America/Indiana/Indianapolis,4,47366 47387,1840029994
reserve,Reserve,MT,Montana,30091,Sheridan,48.6024,-104.4677,23,6.6,shape,False,False,America/Denver,3,59258,1840018362
redstone,Redstone,MT,Montana,30091,Sheridan,48.8217,-104.9432,23,11.7,shape,False,False,America/Denver,3,59257,1840032670
speed,Speed,KS,Kansas,20147,Phillips,39.6764,-99.4209,23,50.7,shape,False,True,America/Chicago,3,67661,1840009509
cynthiana,Cynthiana,OH,Ohio,39131,Pike,39.1736,-83.3485,23,105.1,shape,False,False,America/New_York,3,45612 45624,1840026675
moccasin,Moccasin,MT,Montana,30045,Judith Basin,47.0527,-109.9086,23,28.5,shape,False,False,America/Denver,3,59462,1840032647
crab orchard,Crab Orchard,NE,Nebraska,31097,Johnson,40.3347,-96.4224,23,51.4,shape,False,True,America/Chicago,3,68332,1840012168
worthington,Worthington,MO,Missouri,29171,Putnam,40.4085,-92.6892,23,78.7,shape,False,True,America/Chicago,3,63567,1840012135
money island,Money Island,NJ,New Jersey,34011,Cumberland,39.2855,-75.2352,23,14.1,shape,False,False,America/New_York,3,08345,1840148391
king ranch colony,King Ranch Colony,MT,Montana,30027,Fergus,47.0572,-109.6362,23,8.0,shape,False,False,America/Denver,3,59457,1840148498
jackson,Jackson,MT,Montana,30001,Beaverhead,45.3679,-113.4097,23,9.2,shape,False,False,America/Denver,3,59736,1840032732
big spring,Big Spring,MD,Maryland,24043,Washington,39.6257,-77.9396,23,101.4,shape,False,False,America/New_York,3,21722,1840024390
eagle grove,Eagle Grove,GA,Georgia,13147,Hart,34.2918,-83.0043,23,5.1,shape,False,False,America/New_York,3,30520,1840025854
long creek,Long Creek,ND,North Dakota,38105,Williams,48.1009,-103.2548,23,142.1,shape,False,False,America/Chicago,3,58843,1840150220
towner,Towner,CO,Colorado,8061,Kiowa,38.4705,-102.0804,23,29.4,shape,False,False,America/Denver,3,81071,1840024660
paynes creek,Paynes Creek,CA,California,6103,Tehama,40.3409,-121.9174,23,2.6,shape,False,False,America/Los_Angeles,3,96080 96075,1840026515
monarch,Monarch,MT,Montana,30013,Cascade,47.1003,-110.8448,23,11.1,shape,False,False,America/Denver,3,59463,1840032746
kellogg point,Kellogg Point,CT,Connecticut,9190,Western Connecticut,41.4681,-73.4597,23,356.9,shape,False,False,America/New_York,3,06812,1840151405
tatitlek,Tatitlek,AK,Alaska,2063,Chugach,60.8921,-146.6727,23,1.2,shape,False,False,America/Anchorage,3,99677,1840023400
velpen,Velpen,IN,Indiana,18125,Pike,38.3553,-87.1019,23,124.8,point,False,False,America/Indiana/Petersburg,4,47590,1840055805
hunter creek,Hunter Creek,AZ,Arizona,4007,Gila,34.3054,-111.0159,23,4.0,shape,False,True,America/Phoenix,5,85541,1840075397
bartley,Bartley,WV,West Virginia,54047,McDowell,37.3372,-81.7334,23,7.8,shape,False,False,America/New_York,3,24892 24813,1840025730
waldo,Waldo,KS,Kansas,20167,Russell,39.12,-98.7983,22,14.3,shape,False,True,America/Chicago,3,67673,1840010704
lamkin,Lamkin,TX,Texas,48093,Comanche,31.8241,-98.2619,22,12.6,shape,False,False,America/Chicago,3,76455,1840036719
clay,Clay,TX,Texas,48051,Burleson,30.3883,-96.346,22,1.9,shape,False,False,America/Chicago,3,77879,1840036407
guion,Guion,AR,Arkansas,5065,Izard,35.9269,-91.9389,22,15.2,shape,False,True,America/Chicago,3,72540 72556,1840016128
gardi,Gardi,GA,Georgia,13305,Wayne,31.5409,-81.797,22,8.8,shape,False,False,America/New_York,3,31546,1840029140
hamburg,Hamburg,IN,Indiana,18047,Franklin,39.3809,-85.2508,22,62.7,point,False,False,America/Indiana/Indianapolis,4,47036,1840142786
brogan,Brogan,OR,Oregon,41045,Malheur,44.2475,-117.5187,22,3.0,shape,False,False,America/Boise,3,97903,1840025374
nekoma,Nekoma,ND,North Dakota,38019,Cavalier,48.5763,-98.3755,22,13.2,shape,False,True,America/Chicago,3,58355,1840000031
rodman,Rodman,IA,Iowa,19147,Palo Alto,43.0266,-94.5274,22,63.6,shape,False,True,America/Chicago,3,50597,1840009056
mulberry,Mulberry,OK,Oklahoma,40001,Adair,35.8631,-94.7014,22,9.1,shape,False,True,America/Chicago,5,74960,1840040387
delphos,Delphos,IA,Iowa,19159,Ringgold,40.6632,-94.3403,22,29.7,shape,False,False,America/Chicago,3,50860,1840007195
